timestamp_hour,ap_name,total_events,total_connections,total_disconnections,total_auth,unique_clients,disconnection_rate,status
2026-03-22 21:00:00,066_Pance-AP1,3,1,1,1,1,1.0,online
2026-03-22 22:00:00,058_La Elvira-AP2,5,1,2,1,1,2.0,dormant
2026-03-22 22:00:00,062_Pichinde-AP1,3,1,1,1,1,1.0,online
2026-03-22 22:00:00,062_Pichinde-AP2,2,1,0,1,1,0.0,online
2026-03-22 22:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-22 23:00:00,062_Pichinde-AP2,1,0,1,0,1,,online
2026-03-22 23:00:00,068_Golondrinas-AP1,4,1,2,1,1,2.0,offline
2026-03-23 06:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-23 06:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-23 07:00:00,060_Felidia-AP2,4,1,1,1,1,1.0,online
2026-03-23 08:00:00,059_El Saladito-AP1,4,1,2,1,1,2.0,online
2026-03-23 08:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-23 09:00:00,057_La Castilla-AP2,3,1,1,1,1,1.0,online
2026-03-23 09:00:00,066_Pance-AP1,3,1,1,1,1,1.0,online
2026-03-23 09:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-23 11:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-23 11:00:00,063_Los Andes-AP2,4,1,1,1,1,1.0,online
2026-03-23 11:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-23 13:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-23 14:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-23 14:00:00,061_La Leonera-AP1,4,1,2,1,1,2.0,online
2026-03-23 15:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-23 18:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-23 20:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-23 20:00:00,060_Felidia-AP2,4,1,2,1,1,2.0,online
2026-03-23 20:00:00,066_Pance-AP1,4,1,1,1,1,1.0,online
2026-03-23 20:00:00,072_Hormiguero_AP1,7,2,2,2,2,1.0,online
2026-03-23 21:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-23 22:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-23 22:00:00,062_Pichinde-AP1,3,1,1,1,1,1.0,online
2026-03-23 22:00:00,063_Los Andes-AP3,3,1,1,1,1,1.0,online
2026-03-23 22:00:00,071_Villacarmelo-AP1,4,1,2,1,1,2.0,dormant
2026-03-23 22:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-23 23:00:00,060_Felidia-AP1,2,1,0,1,1,0.0,online
2026-03-23 23:00:00,063_Los Andes-AP3,1,0,1,0,1,,online
2026-03-24 00:00:00,060_Felidia-AP1,1,0,1,0,1,,online
2026-03-24 01:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-24 02:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-24 05:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-24 05:00:00,061_La Leonera-AP1,3,1,1,1,1,1.0,online
2026-03-24 09:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-24 09:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-24 10:00:00,060_Felidia-AP1,5,1,2,1,1,2.0,online
2026-03-24 10:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-24 10:00:00,069_La Paz-AP1,4,1,2,1,1,2.0,offline
2026-03-24 10:00:00,072_Hormiguero_AP1,7,2,2,2,2,1.0,online
2026-03-24 11:00:00,059_El Saladito-AP1,8,2,3,2,2,1.5,online
2026-03-24 11:00:00,067_Montebello-AP1,4,1,2,1,1,2.0,offline
2026-03-24 11:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-24 12:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-24 12:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-24 15:00:00,057_La Castilla-AP1,4,1,1,1,1,1.0,online
2026-03-24 15:00:00,060_Felidia-AP2,4,1,2,1,1,2.0,online
2026-03-24 16:00:00,060_Felidia-AP2,6,2,2,2,2,1.0,online
2026-03-24 16:00:00,063_Los Andes-AP3,4,1,2,1,1,2.0,online
2026-03-24 17:00:00,057_La Castilla-AP2,3,1,1,1,1,1.0,online
2026-03-24 18:00:00,072_Hormiguero_AP1,11,3,4,3,2,1.3333333333333333,online
2026-03-24 19:00:00,057_La Castilla-AP2,3,1,1,1,1,1.0,online
2026-03-24 19:00:00,063_Los Andes-AP2,4,1,2,1,1,2.0,online
2026-03-24 19:00:00,066_Pance-AP1,3,1,1,1,1,1.0,online
2026-03-24 20:00:00,057_La Castilla-AP2,1,0,1,0,1,,online
2026-03-24 20:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-24 20:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-24 20:00:00,073_Navarro-AP1,3,1,1,1,1,1.0,online
2026-03-24 21:00:00,068_Golondrinas-AP1,4,1,2,1,1,2.0,offline
2026-03-24 21:00:00,072_Hormiguero_AP1,8,2,3,2,2,1.5,online
2026-03-24 22:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-24 22:00:00,060_Felidia-AP2,2,1,0,1,1,0.0,online
2026-03-24 22:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-24 22:00:00,079_ZW La Voragine-AP1,3,1,1,1,1,1.0,online
2026-03-24 23:00:00,060_Felidia-AP2,1,0,1,0,1,,online
2026-03-24 23:00:00,079_ZW La Voragine-AP1,1,0,1,0,1,,online
2026-03-25 01:00:00,061_La Leonera-AP1,2,1,0,1,1,0.0,online
2026-03-25 02:00:00,061_La Leonera-AP1,1,0,1,0,1,,online
2026-03-25 04:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-25 06:00:00,060_Felidia-AP2,4,1,2,1,1,2.0,online
2026-03-25 06:00:00,062_Pichinde-AP2,3,1,1,1,1,1.0,online
2026-03-25 06:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-25 07:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-25 07:00:00,073_Navarro-AP1,4,1,2,1,1,2.0,online
2026-03-25 08:00:00,066_Pance-AP1,4,1,1,1,1,1.0,online
2026-03-25 09:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-25 10:00:00,058_La Elvira-AP2,3,1,1,1,1,1.0,dormant
2026-03-25 10:00:00,059_El Saladito-AP1,2,1,0,1,1,0.0,online
2026-03-25 10:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-25 11:00:00,059_El Saladito-AP1,1,0,1,0,1,,online
2026-03-25 11:00:00,063_Los Andes-AP1,3,1,1,1,1,1.0,online
2026-03-25 11:00:00,072_Hormiguero_AP1,6,2,2,2,2,1.0,online
2026-03-25 12:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-25 12:00:00,063_Los Andes-AP1,7,2,2,2,2,1.0,online
2026-03-25 13:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-25 13:00:00,079_ZW La Voragine-AP1,3,1,1,1,1,1.0,online
2026-03-25 14:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-25 15:00:00,060_Felidia-AP1,6,2,2,2,2,1.0,online
2026-03-25 15:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-25 16:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-25 16:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-25 17:00:00,071_Villacarmelo-AP1,4,1,2,1,1,2.0,dormant
2026-03-25 18:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-25 19:00:00,058_La Elvira-AP1,1,0,1,0,1,,online
2026-03-25 19:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-25 19:00:00,061_La Leonera-AP1,3,1,1,1,1,1.0,online
2026-03-25 21:00:00,060_Felidia-AP1,4,1,2,1,1,2.0,online
2026-03-25 21:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-25 22:00:00,072_Hormiguero_AP1,6,2,2,2,2,1.0,online
2026-03-25 23:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-25 23:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-25 23:00:00,072_Hormiguero_AP1,4,1,2,1,1,2.0,online
2026-03-26 00:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 01:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 03:00:00,072_Hormiguero_AP1,4,1,2,1,1,2.0,online
2026-03-26 05:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 06:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-26 06:00:00,062_Pichinde-AP1,3,1,1,1,1,1.0,online
2026-03-26 07:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 08:00:00,057_La Castilla-AP2,3,1,1,1,1,1.0,online
2026-03-26 09:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-26 09:00:00,062_Pichinde-AP2,3,1,1,1,1,1.0,online
2026-03-26 09:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 10:00:00,057_La Castilla-AP1,3,1,1,1,1,1.0,online
2026-03-26 10:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-26 10:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 11:00:00,060_Felidia-AP1,4,1,2,1,1,2.0,online
2026-03-26 12:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-26 12:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 13:00:00,058_La Elvira-AP1,2,1,0,1,1,0.0,online
2026-03-26 13:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-26 14:00:00,058_La Elvira-AP1,1,0,1,0,1,,online
2026-03-26 14:00:00,060_Felidia-AP2,4,1,2,1,1,2.0,online
2026-03-26 14:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-26 16:00:00,067_Montebello-AP1,4,1,2,1,1,2.0,offline
2026-03-26 16:00:00,068_Golondrinas-AP1,3,1,1,1,1,1.0,offline
2026-03-26 16:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 17:00:00,058_La Elvira-AP1,4,1,1,1,1,1.0,online
2026-03-26 17:00:00,060_Felidia-AP1,6,2,2,2,2,1.0,online
2026-03-26 18:00:00,061_La Leonera-AP1,3,1,1,1,1,1.0,online
2026-03-26 18:00:00,061_La Leonera-AP2,3,1,1,1,1,1.0,online
2026-03-26 20:00:00,059_El Saladito-AP1,4,1,1,1,1,1.0,online
2026-03-26 20:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-26 22:00:00,072_Hormiguero_AP1,10,3,4,3,3,1.3333333333333333,online
2026-03-27 01:00:00,060_Felidia-AP1,4,1,2,1,1,2.0,online
2026-03-27 01:00:00,068_Golondrinas-AP1,3,1,1,1,1,1.0,offline
2026-03-27 01:00:00,079_ZW La Voragine-AP1,3,1,1,1,1,1.0,online
2026-03-27 06:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-27 06:00:00,067_Montebello-AP1,5,1,2,1,1,2.0,offline
2026-03-27 06:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-27 07:00:00,059_El Saladito-AP1,4,1,1,1,1,1.0,online
2026-03-27 07:00:00,060_Felidia-AP2,2,1,0,1,1,0.0,online
2026-03-27 07:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-27 08:00:00,060_Felidia-AP2,1,0,1,0,1,,online
2026-03-27 09:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-27 09:00:00,067_Montebello-AP1,4,1,2,1,1,2.0,offline
2026-03-27 09:00:00,070_La Buitrera-AP1,3,1,1,1,1,1.0,dormant
2026-03-27 09:00:00,072_Hormiguero_AP1,8,2,3,2,2,1.5,online
2026-03-27 10:00:00,060_Felidia-AP2,4,1,1,1,1,1.0,online
2026-03-27 11:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-27 11:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-27 11:00:00,061_La Leonera-AP1,3,1,1,1,1,1.0,online
2026-03-27 11:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-27 12:00:00,058_La Elvira-AP1,4,1,2,1,2,2.0,online
2026-03-27 12:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-27 12:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-27 13:00:00,061_La Leonera-AP1,5,1,2,1,1,2.0,online
2026-03-27 13:00:00,072_Hormiguero_AP1,4,1,2,1,1,2.0,online
2026-03-27 14:00:00,059_El Saladito-AP1,4,1,1,1,1,1.0,online
2026-03-27 14:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-27 14:00:00,073_Navarro-AP1,3,1,1,1,1,1.0,online
2026-03-27 15:00:00,072_Hormiguero_AP1,4,1,2,1,1,2.0,online
2026-03-27 17:00:00,057_La Castilla-AP1,4,1,1,1,1,1.0,online
2026-03-27 17:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-27 17:00:00,061_La Leonera-AP1,3,1,1,1,1,1.0,online
2026-03-27 17:00:00,062_Pichinde-AP1,6,2,2,2,2,1.0,online
2026-03-27 18:00:00,057_La Castilla-AP1,1,0,1,0,1,,online
2026-03-27 18:00:00,061_La Leonera-AP1,1,0,1,0,1,,online
2026-03-27 18:00:00,072_Hormiguero_AP1,11,3,5,3,3,1.6666666666666667,online
2026-03-27 19:00:00,062_Pichinde-AP1,3,1,1,1,1,1.0,online
2026-03-27 19:00:00,072_Hormiguero_AP1,10,3,4,3,3,1.3333333333333333,online
2026-03-27 20:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-27 20:00:00,060_Felidia-AP2,5,1,2,1,1,2.0,online
2026-03-27 20:00:00,061_La Leonera-AP2,3,1,1,1,1,1.0,online
2026-03-27 21:00:00,058_La Elvira-AP1,4,1,2,1,1,2.0,online
2026-03-27 21:00:00,061_La Leonera-AP2,3,1,1,1,1,1.0,online
2026-03-27 21:00:00,073_Navarro-AP1,5,1,2,1,1,2.0,online
2026-03-28 01:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-28 02:00:00,060_Felidia-AP1,2,1,0,1,1,0.0,online
2026-03-28 03:00:00,060_Felidia-AP1,1,0,1,0,1,,online
2026-03-28 06:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-28 07:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-28 09:00:00,060_Felidia-AP1,4,1,1,1,1,1.0,online
2026-03-28 10:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-28 11:00:00,060_Felidia-AP1,8,2,2,2,2,1.0,online
2026-03-28 12:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-28 13:00:00,060_Felidia-AP2,4,1,2,1,1,2.0,online
2026-03-28 13:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-28 14:00:00,072_Hormiguero_AP1,5,1,2,1,1,2.0,online
2026-03-28 15:00:00,066_Pance-AP1,2,1,0,1,1,0.0,online
2026-03-28 16:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-28 16:00:00,066_Pance-AP1,2,0,2,0,1,,online
2026-03-28 17:00:00,072_Hormiguero_AP1,6,2,2,2,2,1.0,online
2026-03-28 18:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-28 20:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-28 21:00:00,057_La Castilla-AP1,3,1,1,1,1,1.0,online
2026-03-28 21:00:00,071_Villacarmelo-AP1,8,2,3,2,2,1.5,dormant
2026-03-28 21:00:00,072_Hormiguero_AP1,4,1,1,1,1,1.0,online
2026-03-28 22:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-29 03:00:00,072_Hormiguero_AP1,4,1,2,1,1,2.0,online
2026-03-29 05:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-29 05:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-29 06:00:00,072_Hormiguero_AP1,6,2,2,2,2,1.0,online
2026-03-29 07:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-29 08:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-29 08:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-29 08:00:00,071_Villacarmelo-AP1,4,1,2,1,1,2.0,dormant
2026-03-29 09:00:00,059_El Saladito-AP1,5,1,2,1,1,2.0,online
2026-03-29 09:00:00,060_Felidia-AP2,8,2,3,2,2,1.5,online
2026-03-29 09:00:00,062_Pichinde-AP1,4,1,2,1,1,2.0,online
2026-03-29 09:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-29 11:00:00,057_La Castilla-AP1,7,2,3,2,2,1.5,online
2026-03-29 11:00:00,060_Felidia-AP1,4,1,1,1,1,1.0,online
2026-03-29 12:00:00,057_La Castilla-AP2,3,1,1,1,1,1.0,online
2026-03-29 12:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-29 12:00:00,060_Felidia-AP1,3,1,1,1,1,1.0,online
2026-03-29 12:00:00,067_Montebello-AP1,3,1,1,1,1,1.0,offline
2026-03-29 12:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-29 13:00:00,059_El Saladito-AP1,2,1,0,1,1,0.0,online
2026-03-29 13:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-29 13:00:00,067_Montebello-AP1,4,1,2,1,1,2.0,offline
2026-03-29 13:00:00,072_Hormiguero_AP1,9,3,2,3,3,0.6666666666666666,online
2026-03-29 14:00:00,059_El Saladito-AP1,1,0,1,0,1,,online
2026-03-29 14:00:00,072_Hormiguero_AP1,7,2,3,2,2,1.5,online
2026-03-29 15:00:00,072_Hormiguero_AP1,1,0,1,0,1,,online
2026-03-29 17:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-29 17:00:00,060_Felidia-AP1,4,1,2,1,1,2.0,online
2026-03-29 17:00:00,061_La Leonera-AP1,3,1,1,1,1,1.0,online
2026-03-29 18:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-29 19:00:00,059_El Saladito-AP1,3,1,1,1,1,1.0,online
2026-03-29 21:00:00,058_La Elvira-AP1,3,1,1,1,1,1.0,online
2026-03-29 22:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
2026-03-30 00:00:00,060_Felidia-AP1,4,1,2,1,1,2.0,online
2026-03-30 04:00:00,060_Felidia-AP2,3,1,1,1,1,1.0,online
2026-03-30 05:00:00,072_Hormiguero_AP1,3,1,1,1,1,1.0,online
