timestamp,ap_name,ssid,client_id,client_description,event_category,event_type,event_detail
2026-03-20 20:55:16,067_Montebello-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 20:55:18,067_Montebello-AP1,Zona Wifi Rural Gratis-Alcaldia,d4c35e3ff2bca4e1,HONOR-X5b,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 6A:24:13:20:98:92, aid: 1650961097"""
2026-03-20 20:55:18,067_Montebello-AP1,Zona Wifi Rural Gratis-Alcaldia,d4c35e3ff2bca4e1,HONOR-X5b,802.11,802.11 association,"""channel: 149, rssi: 23, band: 5"""
2026-03-20 20:55:18,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: FA:C5:CF:DF:A3:1D, aid: 1605328943"""
2026-03-20 20:55:18,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 association,"""channel: 11, rssi: 39, band: 2"""
2026-03-20 20:55:19,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: D2:D4:DF:D5:A7:7B, aid: 1977002226"""
2026-03-20 20:55:19,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 association,"""channel: 149, rssi: 6, band: 5"""
2026-03-20 20:55:19,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,Auth,Splash authentication,"""duration: 3600"""
2026-03-20 20:55:27,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:55:28,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: FA:C5:CF:DF:A3:1D, aid: 947418852"""
2026-03-20 20:55:28,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 association,"""channel: 149, rssi: 26, band: 5"""
2026-03-20 20:55:28,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 20:55:30,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:55:48,067_Montebello-AP1,Zona Wifi Rural Gratis-Alcaldia,d4c35e3ff2bca4e1,HONOR-X5b,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:55:50,067_Montebello-AP1,Zona Wifi Rural Gratis-Alcaldia,d4c35e3ff2bca4e1,HONOR-X5b,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:55:53,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 76:37:D1:D4:2C:10, aid: 1830988846"""
2026-03-20 20:55:53,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.11,802.11 association,"""channel: 11, rssi: 18, band: 2"""
2026-03-20 20:55:54,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,591e139ee50d4e9d,V2333,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 87:07:2F:46:70:AF, aid: 490100343"""
2026-03-20 20:55:54,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,591e139ee50d4e9d,V2333,802.11,802.11 association,"""channel: 11, rssi: 18, band: 2"""
2026-03-20 20:55:58,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:56:00,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:56:23,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:56:25,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:56:50,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 association,"""channel: 11, rssi: 28, band: 2"""
2026-03-20 20:56:50,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 7A:5D:2C:80:6C:56, aid: 846058005"""
2026-03-20 20:56:50,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 20:56:55,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 7A:5D:2C:80:6C:56, aid: 320727288"""
2026-03-20 20:56:55,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 association,"""channel: 11, rssi: 35, band: 2"""
2026-03-20 20:56:55,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 20:57:09,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 32:9B:25:60:4C:8B, aid: 519699590"""
2026-03-20 20:57:09,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 association,"""channel: 149, rssi: 10, band: 5"""
2026-03-20 20:57:19,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 20:57:35,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 7A:5D:2C:80:6C:56, aid: 121407501"""
2026-03-20 20:57:35,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 association,"""channel: 11, rssi: 27, band: 2"""
2026-03-20 20:57:35,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 20:57:49,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 association,"""channel: 11, rssi: 28, band: 2"""
2026-03-20 20:57:49,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 20:57:49,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 7A:5D:2C:80:6C:56, aid: 566915721"""
2026-03-20 20:57:55,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.11,802.11 association,"""channel: 149, rssi: 12, band: 5"""
2026-03-20 20:57:55,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 76:37:D1:D4:2C:10, aid: 1731242301"""
2026-03-20 20:57:59,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 7A:6A:EE:63:A3:A7, aid: 1005857948"""
2026-03-20 20:57:59,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 association,"""channel: 157, band: 5"""
2026-03-20 20:58:04,063_Los Andes-AP1,Zona Wifi Rural Gratis-Alcaldia,44307aa18314b4c0,Redmi-13C,802.11,802.11 association,"""channel: 11, rssi: 17, band: 2"""
2026-03-20 20:58:04,063_Los Andes-AP1,Zona Wifi Rural Gratis-Alcaldia,44307aa18314b4c0,Redmi-13C,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: AA:6D:91:1E:7D:87, aid: 144261149"""
2026-03-20 20:58:13,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 association,"""channel: 149, rssi: 7, band: 5"""
2026-03-20 20:58:13,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 32:9B:25:60:4C:8B, aid: 2094692848"""
2026-03-20 20:58:14,061_La Leonera-AP2,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 association,"""channel: 108, rssi: 28, band: 5"""
2026-03-20 20:58:14,061_La Leonera-AP2,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 8E:FC:EE:68:98:13"""
2026-03-20 20:58:15,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 7A:6A:EE:63:A3:A7, aid: 203759709"""
2026-03-20 20:58:15,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 association,"""channel: 11, rssi: 21, band: 2"""
2026-03-20 20:58:24,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,960ec07e84c51f49,6a:90:39:48:bd:7a,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 6A:90:39:48:BD:7A, aid: 2072144373"""
2026-03-20 20:58:24,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,960ec07e84c51f49,6a:90:39:48:bd:7a,802.11,802.11 association,"""channel: 11, rssi: 18, band: 2"""
2026-03-20 20:58:24,061_La Leonera-AP2,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 8E:FC:EE:68:98:13, aid: 192752458"""
2026-03-20 20:58:24,061_La Leonera-AP2,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 association,"""channel: 1, rssi: 14, band: 2"""
2026-03-20 20:58:25,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:58:27,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,e89b4d484cbdfa1c,76:37:d1:d4:2c:10,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:58:28,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,960ec07e84c51f49,6a:90:39:48:bd:7a,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 20:58:32,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 8E:FC:EE:68:98:13, aid: 964075047"""
2026-03-20 20:58:32,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 association,"""channel: 161, rssi: 13, band: 5"""
2026-03-20 20:58:35,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 8E:FC:EE:68:98:13, aid: 831560830"""
2026-03-20 20:58:35,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 association,"""channel: 11, rssi: 26, band: 2"""
2026-03-20 20:58:44,061_La Leonera-AP2,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 20:58:45,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:58:46,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:58:59,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 7A:5D:2C:80:6C:56, aid: 612443650"""
2026-03-20 20:58:59,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 association,"""channel: 149, rssi: 19, band: 5"""
2026-03-20 20:59:05,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:59:05,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:59:09,061_La Leonera-AP2,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 20:59:11,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,1ef8108f0f598b27,Redmi-Note-13-Pro-5G,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 20:59:25,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,a8d868ad704cdd59,Redmi-Note-13,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 72:DB:49:34:E1:79, aid: 1999914634"""
2026-03-20 20:59:25,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,a8d868ad704cdd59,Redmi-Note-13,802.11,802.11 association,"""channel: 11, rssi: 20, band: 2"""
2026-03-20 20:59:29,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:59:31,063_Los Andes-AP1,Zona Wifi Rural Gratis-Alcaldia,44307aa18314b4c0,Redmi-13C,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 20:59:32,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,f2f7af9c075c6f4a,Android_M7C3JXB3,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 20:59:33,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 association,"""channel: 11, rssi: 38, band: 2"""
2026-03-20 20:59:33,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: FA:C5:CF:DF:A3:1D, aid: 178096964"""
2026-03-20 20:59:36,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,9351d19a4352732e,motorola-edge-40-neo,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 26:AD:7B:B1:0E:02, aid: 434689191"""
2026-03-20 20:59:36,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,9351d19a4352732e,motorola-edge-40-neo,802.11,802.11 association,"""channel: 149, rssi: 26, band: 5"""
2026-03-20 20:59:39,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,a8d868ad704cdd59,Redmi-Note-13,802.11,802.11 association,"""channel: 149, rssi: 3, band: 5"""
2026-03-20 20:59:40,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:59:44,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 7A:6A:EE:63:A3:A7, aid: 1998741516"""
2026-03-20 20:59:44,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 association,"""channel: 11, rssi: 18, band: 2"""
2026-03-20 20:59:52,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 20:59:53,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 32:9B:25:60:4C:8B, aid: 969609096"""
2026-03-20 20:59:53,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 association,"""channel: 11, rssi: 36, band: 2"""
2026-03-20 20:59:56,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 20:59:56,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 association,"""channel: 149, rssi: 7, band: 5"""
2026-03-20 20:59:56,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 7A:6A:EE:63:A3:A7, aid: 759575099"""
2026-03-20 20:59:56,067_Montebello-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 0A:6B:85:78:3B:C8, aid: 1991574551"""
2026-03-20 20:59:56,067_Montebello-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 association,"""channel: 149, rssi: 11, band: 5"""
2026-03-20 20:59:56,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 association,"""channel: 11, rssi: 20, band: 2"""
2026-03-20 20:59:56,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 32:9B:25:60:4C:8B, aid: 333174353"""
2026-03-20 21:00:03,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 21:00:04,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,90a5d5a8573d7f52,Julian,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 21:00:07,059_El Saladito-AP1,Zona Wifi Rural Gratis-Alcaldia,9493061129897fb5,Android_J5O59DSH,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 21:00:07,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,9351d19a4352732e,motorola-edge-40-neo,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 26:AD:7B:B1:0E:02, aid: 1495890125"""
2026-03-20 21:00:07,060_Felidia-AP1,Zona Wifi Rural Gratis-Alcaldia,9351d19a4352732e,motorola-edge-40-neo,802.11,802.11 association,"""channel: 11, rssi: 26, band: 2"""
2026-03-20 21:00:18,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,81c67b7d49f3e383,Android-2,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 8C:F1:12:FA:BA:C2, aid: 141941527"""
2026-03-20 21:00:18,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,81c67b7d49f3e383,Android-2,802.11,802.11 association,"""channel: 11, rssi: 23, band: 2"""
2026-03-20 21:00:19,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,9351d19a4352732e,motorola-edge-40-neo,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 21:00:21,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 21:00:26,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 disassociation,"""previous authentication expired"""
2026-03-20 21:00:26,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 21:00:26,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,960ec07e84c51f49,6a:90:39:48:bd:7a,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 6A:90:39:48:BD:7A, aid: 220987472"""
2026-03-20 21:00:26,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,960ec07e84c51f49,6a:90:39:48:bd:7a,802.11,802.11 association,"""channel: 11, rssi: 19, band: 2"""
2026-03-20 21:00:35,058_La Elvira-AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 21:00:39,061_La Leonera-AP1,Zona Wifi Rural Gratis-Alcaldia,81c67b7d49f3e383,Android-2,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 21:01:02,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 disassociation,"""client has left AP"""
2026-03-20 21:01:02,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 association,"""channel: 11, rssi: 26, band: 2"""
2026-03-20 21:01:03,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 32:9B:25:60:4C:8B, aid: 426665066"""
2026-03-20 21:01:03,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 association,"""channel: 11, rssi: 27, band: 2"""
2026-03-20 21:01:05,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,9351d19a4352732e,motorola-edge-40-neo,802.11,802.11 association,"""channel: 11, rssi: 22, band: 2"""
2026-03-20 21:01:05,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,9351d19a4352732e,motorola-edge-40-neo,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 26:AD:7B:B1:0E:02, aid: 1853953031"""
2026-03-20 21:01:05,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,db6e3a53b1b06113,moto-g22,802.11,802.11 association,"""channel: 11, rssi: 30, band: 2"""
2026-03-20 21:01:05,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,db6e3a53b1b06113,moto-g22,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: 46:2A:87:41:79:C8, aid: 1089307759"""
2026-03-20 21:01:13,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,db6e3a53b1b06113,moto-g22,Auth,Splash authentication,"""duration: 3600"""
2026-03-20 21:01:16,057_La Castilla-AP1,Zona Wifi Rural Gratis-Alcaldia,30be97794a1e13af,TECNO-CAMON-30S-Pro,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: E2:FE:1C:BF:36:32, aid: 970264244"""
2026-03-20 21:01:16,057_La Castilla-AP1,Zona Wifi Rural Gratis-Alcaldia,30be97794a1e13af,TECNO-CAMON-30S-Pro,802.11,802.11 association,"""channel: 36, rssi: 29, band: 5"""
2026-03-20 21:01:17,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 disassociation,"""client was deauthenticated"""
2026-03-20 21:01:19,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: D2:D4:DF:D5:A7:7B, aid: 1059629549"""
2026-03-20 21:01:19,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.11,802.11 association,"""channel: 149, rssi: 21, band: 5"""
2026-03-20 21:01:38,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.11,802.11 association,"""channel: 149, rssi: 11, band: 5"""
2026-03-20 21:01:38,072_Hormiguero_AP1,Zona Wifi Rural Gratis-Alcaldia,6c1c622587ab9e59,32:9b:25:60:4c:8b,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 32:9B:25:60:4C:8B, aid: 333174353"""
2026-03-20 21:01:42,059_El Saladito-AP1,Zona Wifi Rural Gratis-Alcaldia,9493061129897fb5,Android_J5O59DSH,802.1X,802.1X authentication,"""radio: 0, vap: 0, client_mac: B6:9D:74:65:26:54, aid: 2117752119"""
2026-03-20 21:01:42,059_El Saladito-AP1,Zona Wifi Rural Gratis-Alcaldia,9493061129897fb5,Android_J5O59DSH,802.11,802.11 association,"""channel: 11, rssi: 18, band: 2"""
2026-03-20 21:01:42,059_El Saladito-AP1,Zona Wifi Rural Gratis-Alcaldia,9493061129897fb5,Android_J5O59DSH,802.11,802.11 association,"""channel: 11, rssi: 10, band: 2"""
2026-03-20 21:01:50,057_La Castilla-AP2,Zona Wifi Rural Gratis-Alcaldia,30be97794a1e13af,TECNO-CAMON-30S-Pro,802.11,802.11 disassociation,"""client not responding"""
2026-03-20 21:01:53,060_Felidia-AP2,Zona Wifi Rural Gratis-Alcaldia,6d612a86bee4b0a6,Android,802.1X,802.1X authentication,"""radio: 1, vap: 0, client_mac: 2E:03:FF:9F:B6:48, aid: 699782787"""
